timestamp,open,high,low,close,volume
2020-10-08,74.7800,79.7000,74.5200,78.3300,20152173
2020-10-02,76.3000,77.6600,73.4500,74.4600,20212553
2020-09-25,78.1000,78.7900,74.9200,75.4000,22925125
2020-09-18,81.6200,82.5900,77.9900,78.0800,25362141
2020-09-11,79.4300,81.5000,77.8900,81.2300,15130333
2020-09-04,80.5100,81.6100,78.3500,79.1500,18322617
2020-08-28,78.2900,81.2200,78.0400,80.7400,16120286
2020-08-21,77.4600,79.7700,77.0600,78.0600,14901827
2020-08-14,77.3600,80.0600,77.2600,77.7100,20544248
2020-08-07,76.5300,77.5105,75.9300,77.5000,16131814
2020-07-31,76.8000,79.3500,76.1100,76.8100,24957200
2020-07-24,74.6000,77.8800,72.4700,76.8500,28027132
2020-07-17,72.7600,75.8000,72.4100,75.0300,20952794
2020-07-10,71.1800,73.7600,69.3700,72.9600,29101826
2020-07-02,69.3700,71.2100,69.0200,70.4600,14643021
2020-06-26,72.3500,72.9700,68.3700,68.8700,28392551
2020-06-19,69.7000,75.3400,69.4900,72.2000,29688304
2020-06-12,75.4600,77.7800,69.8900,70.4200,26609149
2020-06-05,73.3500,77.1800,73.2000,75.9100,21963301
2020-05-29,71.5700,75.0000,71.5200,73.3600,24309406
2020-05-22,69.6600,71.6900,67.2100,70.4500,26245423
2020-05-15,71.7500,72.2400,66.8500,67.7800,22762910
2020-05-08,73.0200,74.3600,69.5500,72.0000,28078171
2020-05-01,74.0500,78.4600,72.7800,73.2800,27959977
2020-04-24,76.1400,78.1400,71.6000,73.6700,28069291
2020-04-17,75.0100,78.8700,73.6700,77.9600,28149263
2020-04-09,75.3800,77.7300,73.7200,75.3400,29209659
2020-04-03,70.3200,75.5000,69.2800,73.4600,35856662
2020-03-27,58.9600,72.0400,56.0100,69.1500,48235231
2020-03-20,70.7600,75.1300,59.8300,61.0900,57537868
2020-03-13,82.1700,84.9700,70.2700,79.5000,47335978
2020-03-06,81.6100,89.1800,80.8100,87.2700,31810129
2020-02-28,88.2200,88.5500,77.7300,81.8700,43132636
2020-02-21,88.2900,89.7000,86.1400,89.6400,17368356
2020-02-14,87.3400,90.1700,86.9100,88.5000,23124814
2020-02-07,82.6400,88.8000,82.6400,87.4500,24793241
2020-01-31,85.4500,85.9000,82.2700,82.7000,23962432
2020-01-24,88.4400,89.1300,85.6400,86.1500,19449205
2020-01-17,87.4100,88.8900,87.2400,88.6900,23198360
2020-01-10,84.9100,89.0000,84.3700,87.4600,27280569
2020-01-03,86.3900,86.6700,84.7600,85.0300,15201575
2019-12-27,85.5900,86.5100,85.5100,86.3100,10101859
2019-12-20,85.3500,87.0800,84.4500,85.2700,31735248
2019-12-13,83.7700,85.1200,83.0800,84.6700,22143701
2019-12-06,82.5500,83.6800,81.4000,83.2500,23485275
2019-11-29,82.5000,83.2600,81.5500,82.9300,20332554
2019-11-22,85.0000,85.6000,82.3600,82.3800,22547152
2019-11-15,83.4500,84.8400,83.1800,84.7900,17894385
2019-11-08,82.6900,84.7800,81.7300,83.5700,24221805
2019-11-01,82.0000,83.0400,80.4500,82.9700,19605949
2019-10-25,80.3400,82.1300,80.3000,81.9800,19685035
2019-10-18,76.9300,81.9600,76.1500,80.5500,33086031
2019-10-11,78.1000,78.6300,76.0400,77.9500,25398006
2019-10-04,75.1600,78.3700,75.0300,78.2800,27738252
2019-09-27,71.0000,77.8800,70.5700,75.1300,46540703
2019-09-20,72.1800,73.4600,71.0000,71.2000,50142955
2019-09-13,73.0000,75.4800,72.4200,73.0500,38187012
2019-09-06,72.0000,73.4200,71.1100,72.9700,22596171
2019-08-30,81.0000,81.5700,69.2700,72.0900,94344075
2019-08-23,85.6500,86.0500,80.6600,81.2200,18020314
2019-08-16,82.4500,85.5100,81.6400,84.9100,20414422
2019-08-09,83.5700,83.8200,79.3500,82.5900,25932275
2019-08-02,86.2900,87.0300,81.8800,84.1700,27701360
2019-07-26,88.9700,89.0500,84.7500,85.9800,21505139
2019-07-19,82.0000,89.9800,80.8500,88.7300,32286336
2019-07-12,80.2500,82.1100,78.9400,81.8900,19717991
2019-07-05,78.8000,80.6600,77.8300,80.1200,15535575
2019-06-28,78.6000,79.3600,77.2000,78.5300,31136752
2019-06-21,77.0100,79.2200,75.5800,79.2200,40207911
2019-06-14,78.1500,78.5500,76.6400,77.2000,21448421
2019-06-07,77.5100,79.4900,76.6500,78.1700,23533520
2019-05-31,84.0200,84.0200,76.9900,77.1300,23030735
2019-05-24,86.5700,87.5700,83.8300,84.6400,15281146
2019-05-17,83.8500,87.2000,83.0700,86.8100,15686113
2019-05-10,85.2200,85.8900,82.6000,84.5400,18157899
2019-05-03,84.6700,87.5300,84.3900,85.7000,19304425
2019-04-26,84.1400,85.3900,82.4500,84.7600,23815977
2019-04-18,86.1000,87.4500,82.6300,84.4900,20477279
2019-04-12,85.7700,86.0400,84.9600,85.7700,19739718
